news_date	news_time	news_source	news_category	news_corp_select	news_poli_select	news_titles	news_urls		
15/06/2026	16:50	Nhandan	Chứng Khoán			Chứng khoán ngày 15/6: VN-Index áp sát mốc 1.800 điểm, khối ngoại mua ròng hơn 4.200 tỷ đồng	https://nhandan.vn/chung-khoan-ngay-156-vn-index-ap-sat-moc-1800-diem-khoi-ngoai-mua-rong-hon-4200-ty-dong-post969244.html		
15/06/2026	16:47	Vietstock	Chứng Khoán			Nhịp đập Thị trường 15/06: VN-Index liên tục giằng co quanh mốc 1,800 điểm	http://vietstock.vn/2026/06/nhip-dap-thi-truong-1506-vn-index-lien-tuc-giang-co-quanh-moc-1800-diem-1636-1454170.htm		
15/06/2026	16:44	Baochinhphu	Khác			76 tên miền “.vn” ngắn, đẹp chính thức lên sàn đấu giá đợt 2/2026	https://baochinhphu.vn/76-ten-mien-vn-ngan-dep-chinh-thuc-len-san-dau-gia-dot-2-2026-102260615163550607.htm		
15/06/2026	16:42	Vneconomy	Bất Động Sản			Thị trường bất động sản cần chuyển mạnh từ tư duy đầu cơ sang phục vụ nhu cầu thực	https://vneconomy.vn/thi-truong-bat-dong-san-can-chuyen-manh-tu-tu-duy-dau-co-sang-phuc-vu-nhu-cau-thuc.htm		
15/06/2026	16:42	Vneconomy	Khác			Sắp hoàn thành Dự án mở rộng đoạn Cao tốc La Sơn - Hòa Liên lên quy mô 4 làn xe	https://vneconomy.vn/sap-hoan-thanh-du-an-mo-rong-doan-cao-toc-la-son-hoa-lien-len-quy-mo-4-lan-xe.htm		
15/06/2026	16:41	BaoDautu	Chứng Khoán			Doanh nghiệp chuẩn bị tung 290.000 tỷ đồng cổ phiếu mới	https://baodautu.vn/doanh-nghiep-chuan-bi-tung-290000-ty-dong-co-phieu-moi-d620916.html		
15/06/2026	16:40	Vneconomy	Bất Động Sản			Cần làm rõ tác động của dự án cải tạo Hồ Tây đến cảnh quan đô thị Hà Nội	https://vneconomy.vn/can-lam-ro-tac-dong-cua-du-an-cai-tao-ho-tay-den-canh-quan-do-thi-ha-noi.htm		
15/06/2026	16:39	Baochinhphu	Kinh Tế			Thành phố Hồ Chí Minh phấn đấu kinh tế số chiếm 30% GRDP năm 2026	https://baochinhphu.vn/thanh-pho-ho-chi-minh-phan-dau-kinh-te-so-chiem-30-grdp-nam-2026-102260615155519072.htm		
15/06/2026	16:39	BaoDautu	Tài Chính-Ngân Hàng			Coteccons ước tính doanh thu hơn 30.000 tỷ đồng trong năm tài chính 2025 - 2026	https://baodautu.vn/coteccons-uoc-tinh-doanh-thu-hon-30000-ty-dong-trong-nam-tai-chinh-2025---2026-d620896.html		
15/06/2026	16:38	Vneconomy	Chứng Khoán			Blog chứng khoán: Lợi đà, “khởi nghĩa” có thành công?	https://vneconomy.vn/blog-chung-khoan-loi-da-khoi-nghia-co-thanh-cong.htm		
15/06/2026	16:37	Nhandan	Khác			Thị trường văn phòng tây Hà Nội sẽ tăng sức cạnh tranh nhờ nguồn cung chất lượng cao	https://nhandan.vn/thi-truong-van-phong-tay-ha-noi-se-tang-suc-canh-tranh-nho-nguon-cung-chat-luong-cao-post969270.html		
15/06/2026	16:36	Baochinhphu	Doanh Nghiệp			14 lĩnh vực người có chức vụ không được thành lập doanh nghiệp sau khi thôi chức	https://baochinhphu.vn/14-linh-vuc-nguoi-co-chuc-vu-khong-duoc-thanh-lap-doanh-nghiep-sau-khi-thoi-chuc-102260615152437921.htm		
15/06/2026	16:32	BaoDautu	Doanh Nghiệp			Doanh nghiệp “đặt hàng” một môi trường thể chế ổn định	https://baodautu.vn/doanh-nghiep-dat-hang-mot-moi-truong-the-che-on-dinh-d620894.html		
15/06/2026	16:27	BaoDautu	Chứng Khoán			Sửa Luật Chứng khoán, tiếp tục hoàn thiện khung pháp lý cho TTCK trong giai đoạn mới	https://baodautu.vn/sua-luat-chung-khoan-tiep-tuc-hoan-thien-khung-phap-ly-cho-ttck-trong-giai-doan-moi-d620921.html		
15/06/2026	16:23	TinNhanhCK	Chứng Khoán			Hoạt động thương mại qua eo biển Hormuz sẽ mất nhiều tháng để trở lại bình thường	https://www.tinnhanhchungkhoan.vn/hoat-dong-thuong-mai-qua-eo-bien-hormuz-se-mat-nhieu-thang-de-tro-lai-binh-thuong-post392399.html		
15/06/2026	16:22	Vneconomy	Kinh Tế			Nghị quyết 10-NQ/TW: Bước ngoặt tư duy, đưa FDI thành động lực dẫn truyền năng lực trong nền kinh tế	https://vneconomy.vn/nghi-quyet-10-nqtw-buoc-ngoat-tu-duy-dua-fdi-thanh-dong-luc-dan-truyen-nang-luc-trong-nen-kinh-te.htm		
15/06/2026	16:21	TinNhanhCK	Chứng Khoán			Thị trường khởi sắc, nhóm chứng khoán dậy sóng	https://www.tinnhanhchungkhoan.vn/thi-truong-khoi-sac-nhom-chung-khoan-day-song-post392415.html		
15/06/2026	16:15	Vietstock	Doanh Nghiệp			Thủy điện Nước Trong sắp chi 16.2 tỷ tạm ứng cổ tức	http://vietstock.vn/2026/06/thuy-dien-nuoc-trong-sap-chi-162-ty-tam-ung-co-tuc-738-1454267.htm		
15/06/2026	16:15	TinNhanhCK	Chứng Khoán			Thủy sản Việt Nam không cạnh tranh trực diện với sản phẩm nội địa Mỹ	https://www.tinnhanhchungkhoan.vn/thuy-san-viet-nam-khong-canh-tranh-truc-dien-voi-san-pham-noi-dia-my-post392421.html		
15/06/2026	16:15	BaoDautu	Chứng Khoán			Chứng khoán phiên 15/6: Nhóm chứng khoán bứt phá, khối ngoại giải ngân hơn 4.000 tỷ vào VIC	https://baodautu.vn/chung-khoan-phien-156-nhom-chung-khoan-but-pha-khoi-ngoai-giai-ngan-hon-4000-ty-vao-vic-d620895.html		
15/06/2026	16:14	TinNhanhCK	Chứng Khoán			Xuất nhập khẩu 2 địa phương đầu tàu cả nước xấp xỉ 170 tỷ USD	https://www.tinnhanhchungkhoan.vn/xuat-nhap-khau-2-dia-phuong-dau-tau-ca-nuoc-xap-xi-170-ty-usd-post392419.html		
15/06/2026	16:13	TinNhanhCK	Chứng Khoán			Hai phương án đầu tư cao tốc Đức Hòa - Mỹ An, vốn cao nhất 45.461 tỷ đồng	https://www.tinnhanhchungkhoan.vn/hai-phuong-an-dau-tu-cao-toc-duc-hoa-my-an-von-cao-nhat-45461-ty-dong-post392416.html		
15/06/2026	16:12	TinNhanhCK	Tài Chính-Ngân Hàng			Đắk Lắk điều động ông Cao Đình Huy giữ chức Giám đốc Sở Tài chính	https://www.tinnhanhchungkhoan.vn/dak-lak-dieu-dong-ong-cao-dinh-huy-giu-chuc-giam-doc-so-tai-chinh-post392418.html		
15/06/2026	16:10	Nhandan	Khác			[Video] Tăng tốc hạ tầng sạc xe điện	https://nhandan.vn/video-tang-toc-ha-tang-sac-xe-dien-post969199.html		
15/06/2026	16:09	Nhandan	Khác			[Video] Báo Nhân Dân kỷ niệm 101 năm Ngày Báo chí Cách mạng Việt Nam	https://nhandan.vn/video-bao-nhan-dan-ky-niem-101-nam-ngay-bao-chi-cach-mang-viet-nam-post969197.html		
15/06/2026	16:09	TinNhanhCK	Chứng Khoán			Phương Đông Việt (PDV): Đầu tư mở rộng, trẻ hóa đội tàu, duy trì đà tăng trưởng	https://www.tinnhanhchungkhoan.vn/phuong-dong-viet-pdv-dau-tu-mo-rong-tre-hoa-doi-tau-duy-tri-da-tang-truong-post392420.html		
15/06/2026	16:01	Viettimes	Khác			Bộ Y tế siết quản lý chương trình hỗ trợ thuốc miễn phí cho người bệnh	https://viettimes.vn/bo-y-te-siet-quan-ly-chuong-trinh-ho-tro-thuoc-mien-phi-cho-nguoi-benh-post201546.html		
15/06/2026	15:49	Vietstock	Tài Chính-Ngân Hàng			Tuần 08-12/06: NHNN tiếp tục rút ròng hơn 25,700 tỷ qua kênh OMO	http://vietstock.vn/2026/06/tuan-08-1206-nhnn-tiep-tuc-rut-rong-hon-25700-ty-qua-kenh-omo-757-1454269.htm		
15/06/2026	15:49	BaoDautu	Thế Giới			Quảng Trị: 280 căn hộ nhà ở xã hội đủ điều kiện bán, cho thuê	https://baodautu.vn/quang-tri-280-can-ho-nha-o-xa-hoi-du-dieu-kien-ban-cho-thue-d620890.html		
15/06/2026	15:43	Nhandan	Khác			“Đảo việc” liên tục, người lao động được gì, mất gì?	https://nhandan.vn/dao-viec-lien-tuc-nguoi-lao-dong-duoc-gi-mat-gi-post969221.html		
15/06/2026	15:41	Nhandan	Khác			Chuyển mạnh từ “quản lý giáo dục” sang “quản trị phát triển giáo dục”	https://nhandan.vn/chuyen-manh-tu-quan-ly-giao-duc-sang-quan-tri-phat-trien-giao-duc-post969226.html		
15/06/2026	15:39	Vneconomy	Doanh Nghiệp			Xuất khẩu duy trì tăng trưởng, nhưng ngành gỗ vẫn đối mặt với áp lực kép	https://vneconomy.vn/xuat-khau-duy-tri-tang-truong-nhung-nganh-go-van-doi-mat-voi-ap-luc-kep.htm		
15/06/2026	15:39	Vneconomy	Bất Động Sản			Hà Nội: Nhu cầu thuê nhà để ở có xu hướng mở rộng và tăng mạnh	https://vneconomy.vn/ha-noi-nhu-cau-thue-nha-de-o-co-xu-huong-mo-rong-va-tang-manh.htm		
15/06/2026	15:39	Vneconomy	Khác			Bộ Xây dựng giao tỉnh Thái Nguyên quản lý tuyến cao tốc CT.07 đoạn Hà Nội - Thái Nguyên	https://vneconomy.vn/bo-xay-dung-giao-tinh-thai-nguyen-quan-ly-tuyen-cao-toc-ct07-doan-ha-noi-thai-nguyen.htm		
15/06/2026	15:28	Vneconomy	Chứng Khoán			Cổ phiếu lớn chặn mốc 1800 điểm, thị trường vẫn tăng “rôm rả”	https://vneconomy.vn/co-phieu-lon-chan-moc-1800-diem-thi-truong-van-tang-rom-ra.htm		
15/06/2026	15:12	Vietstock	Bất Động Sản			TPHCM yêu cầu chấm dứt hoạt động dự án tại “đất vàng” 101 Nguyễn Du (quận 1 cũ)	http://vietstock.vn/2026/06/tphcm-yeu-cau-cham-dut-hoat-dong-du-an-tai-dat-vang-101-nguyen-du-quan-1-cu-4222-1454266.htm		
15/06/2026	15:08	BaoDautu	Bất Động Sản			Doanh nhân trẻ tìm thấy cơ hội lớn từ lợi thế khó sánh của Vinhomes Hải Vân Bay	https://baodautu.vn/doanh-nhan-tre-tim-thay-co-hoi-lon-tu-loi-the-kho-sanh-cua-vinhomes-hai-van-bay-d620849.html		
15/06/2026	15:04	Vietstock	Bất Động Sản			Bong bóng bất động sản - Phần 1: Nghịch lý thiếu vốn của nền kinh tế	http://vietstock.vn/2026/06/bong-bong-bat-dong-san-phan-1-nghich-ly-thieu-von-cua-nen-kinh-te-4220-1454297.htm		
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
